0.0137292527725,0.0484519865647,0.000470789471073,0.0379168887906!0
0.0146982925038,-0.146676712639,0.00122912724689,0.330748317259!0
0.011764758251,-0.341816138573,0.00784409359206,0.623818598373!0
0.00492843547959,-0.53704672397,0.0203204655595,0.918961607007!0
-0.0058124989998,-0.732437376773,0.0386996976997,1.21796088331!1
-0.0204612465353,-0.537835202714,0.0630589153658,0.937651053154!1
-0.0312179505896,-0.343617594755,0.0818119364288,0.665430705233!1
-0.0380903024846,-0.149723162136,0.0951205505335,0.399587729889!1
-0.0410847657274,0.0439298096915,0.103112305131,0.138344688354!1
-0.0402061695335,0.237435353793,0.105879198898,-0.120110632548!1
-0.0354574624577,0.430893556222,0.103476986247,-0.377602540008!1
-0.0268395913332,0.624405364081,0.0959249354472,-0.635949647038!1
-0.0143514840516,0.818067834771,0.0832059425065,-0.896949174661!1
0.0020098726438,1.01196922401,0.0652669590133,-1.16236069125!1
0.0222492571239,1.20618332777,0.0420197451883,-1.43388671996!1
0.0463729236794,1.40076250161,0.0133420107892,-1.71314767831!0
0.0743881737116,1.20548997338,-0.0209209427769,-1.416342521!0
0.0984979731791,1.01063326972,-0.049247793197,-1.1302717362!0
0.118710638574,0.816189585966,-0.071853227921,-0.853432833084!0
0.135034430293,0.622116747481,-0.0889218845827,-0.584181410271!0
0.147476765242,0.428345602032,-0.100605512788,-0.320781656284!0
0.156043677283,0.234789545938,-0.107021145914,-0.0614437875144!0
0.160739468202,0.0413518433737,-0.108250021664,0.195648505361!0
0.161566505069,-0.15206858264,-0.104337051557,0.452317531313!0
0.158525133417,-0.345572234611,-0.0952907009306,0.710375081989!0
0.151613688724,-0.539254382533,-0.0810831992908,0.971607192993!0
0.140828601074,-0.733200072353,-0.061651055431,1.23775758351!0
0.126164599627,-0.927478223447,-0.0368959037608,1.5105072381!1
0.107615035158,-0.731929191452,-0.00668575899889,1.2065383845!1
0.0929764513286,-0.536721493214,0.017445008691,0.911767782859!1
0.0822420214643,-0.341839869403,0.0356803643482,0.624618399431!1
0.0754052240763,-0.147233734832,0.0481727323368,0.343382792442!1
0.0724605493796,0.0471709721197,0.0550403881857,0.0662713262515!1
0.073403968822,0.241462368139,0.0563658147107,-0.208550727969!1
